Date,Close,High,Low,Open,Volume
2026-02-24,258.5048217773437,259.44019693515395,253.2864920742632,255.10799472256423,695622
2026-02-25,260.86785888671875,262.98472727152614,258.9478910217854,260.9170765048408,941135
2026-02-26,268.69537353515625,275.7352061616044,263.7231918322339,264.36317115329496,1222594
2026-02-27,272.43682861328125,273.9629353717795,268.64614047916297,269.2369021444285,1421280
2026-03-02,263.6247253417969,267.0708001828661,260.9170951095282,266.38157319569706,1148709
2026-03-03,249.6435089111328,259.1940561224935,249.6435089111328,258.3571462281,1248776
2026-03-04,254.0741577148437,256.5848873604868,249.3973569809884,250.2834844834676,983758
2026-03-05,248.90505981445312,257.6186969741529,246.64049339728425,253.3849600046515,989541
2026-03-06,245.5082244873047,251.66192958249783,241.6683034936877,250.57887147626624,1149275
2026-03-09,241.3729248046875,242.5544482124945,232.36390647417085,234.7269232423966,1074039
2026-03-10,251.12039184570312,253.9264722578612,247.47740156006125,252.05575198308915,1027564
2026-03-11,252.1542205810547,253.8280103026092,246.78817783420004,248.8065960668644,899556
2026-03-12,250.82501220703125,252.3019013858754,245.9020482775508,251.85883763696089,832226
2026-03-13,244.17901611328125,251.02193311655577,243.4405715081,246.14820172709804,635002
2026-03-16,245.01593017578125,246.93588317716777,241.91445376705457,244.7697819698677,510025
2026-03-17,246.985107421875,250.43118218744564,244.0805466719391,244.3759275137268,699363
2026-03-18,249.44659423828125,255.9449127889473,248.6589169861257,250.4804046690606,1666525
2026-03-19,239.6498870849609,245.01592998873423,237.18840502770504,243.7359563142224,1474290
2026-03-20,233.4961700439453,244.0805423508156,233.4961700439453,243.19441486483407,2560127
2026-03-23,239.5514373779297,245.951290741784,227.34247733112963,230.88701751135736,1397278
2026-03-24,238.0745391845703,240.0929574050603,232.7577291142288,238.8129837756988,781302
2026-03-25,244.12977600097656,246.39434239233816,240.6837012822026,244.1790086445549,1034901
2026-03-26,234.52999877929688,242.84980482189275,234.28385058263007,242.4067410726314,931444
2026-03-27,225.66867065429688,234.5300060074004,221.8779973230191,234.3330904487369,1435412
2026-03-30,224.04409790039065,228.4255329193198,222.56720867892952,224.14254816760493,1076996
2026-03-31,225.5702209472656,228.08092061792777,221.82876522858703,222.321061638316,1344619
2026-04-01,236.25303649902344,237.38532721955065,231.0346917173731,234.62846440814164,1144729
2026-04-02,232.51158142089844,233.69310478821865,224.8809872960396,229.11473929908712,1125309
2026-04-07,229.65626525878903,235.85920275926355,227.51477296385588,232.9054244279608,807900
2026-04-08,252.0065155029297,255.15720935001576,243.7851749194156,248.0189117951004,1727840
2026-04-09,252.1542205810547,252.1542205810547,248.06815147128185,249.6927385957796,1142068
2026-04-10,256.1910705566406,258.0617909546248,252.1542338784291,254.51725069942955,968966
2026-04-13,256.2894897460937,257.27408253043893,252.5972668047993,254.812600569576,703179
2026-04-14,263.42779541015625,264.1170223990251,257.47102090342986,257.47102090342986,1122601
2026-04-15,262.0986022949219,264.8062323597562,261.3601577317852,262.8370468580585,628977
