Date,Close,High,Low,Open,Volume
2026-07-24,319.739990234375,324.17999267578125,317.32000732421875,318.4200134277344,31806600
2026-07-27,326.5599975585937,330.4200134277344,324.45001220703125,325.0400085449219,28471600
2026-07-28,333.7099914550781,335.8800048828125,324.44000244140625,327.8999938964844,29511900
2026-07-29,336.7099914550781,342.5,331.6199951171875,334.6700134277344,27501600
2026-07-30,333.6600036621094,336.510009765625,330.3399963378906,334.20001220703125,30168000
2026-07-31,356.1300048828125,358.5799865722656,340.0,340.8299865722656,46498000
2026-08-03,373.510009765625,376.6900024414063,363.3500061035156,365.4500122070313,38669700
2026-08-04,377.6499938964844,380.5199890136719,367.5,368.2200012207031,35705700
2026-08-05,362.4299926757813,384.4800109863281,356.7699890136719,383.3399963378906,46926300
2026-08-06,357.75,364.1300048828125,356.8800048828125,360.7699890136719,25235900
2026-08-07,354.29998779296875,358.8999938964844,353.7799987792969,356.7200012207031,19859900
2026-08-10,357.5199890136719,357.6099853515625,352.7099914550781,355.17999267578125,18991400
2026-08-11,343.79998779296875,356.8099975585937,343.3900146484375,355.8900146484375,29081800
2026-08-12,343.5400085449219,346.4800109863281,340.8800048828125,346.3099975585937,25012000
2026-08-13,346.3599853515625,347.92999267578125,343.760009765625,345.7699890136719,17866100
2026-08-14,345.8999938964844,350.45001220703125,344.5,346.79998779296875,17808600
2026-08-17,344.0,347.25,341.92999267578125,346.2699890136719,18291300
2026-08-18,344.20001220703125,344.8699951171875,340.19000244140625,342.4100036621094,19248800
2026-08-19,344.7200012207031,346.7300109863281,340.6600036621094,342.4599914550781,19733800
2026-08-20,340.6700134277344,343.8999938964844,338.57000732421875,343.0599975585937,18570400
2026-08-21,344.82000732421875,346.20001220703125,340.3999938964844,342.5799865722656,20849800
2026-08-24,348.0599975585937,351.6000061035156,342.489990234375,343.6199951171875,26338200
2026-08-25,346.9599914550781,350.1600036621094,345.6000061035156,349.6400146484375,20649700
2026-08-26,342.0,346.8800048828125,340.17999267578125,346.6199951171875,20420300
2026-08-27,340.6499938964844,341.69000244140625,338.5199890136719,339.6700134277344,23352300
2026-08-28,346.5899963378906,349.1400146484375,340.2699890136719,340.7550048828125,21661547
